fabric_id,fabric_name,period,gross_requirement_meters,opening_inventory_meters,confirmed_receipts_meters,safety_stock_meters,net_requirement_meters,projected_ending_inventory,inventory_coverage_pct,lead_time_weeks,criticality,standard_cost_per_meter,is_deficit
FAB_003,Premium Wool Grade-3,M04,14583.24,0.0,0.0,4740,19323.24,0.0,0.0,4,MEDIUM,15.01,True
FAB_003,Premium Wool Grade-3,M05,14230.44,0.0,0.0,4740,18970.44,0.0,0.0,4,MEDIUM,15.01,True
FAB_003,Premium Wool Grade-3,M06,13550.04,0.0,0.0,4740,18290.04,0.0,0.0,4,MEDIUM,15.01,True
FAB_004,Premium Denim Grade-4,W01,2750.92,8163.4,1457.75,5831,0.0,6870.23,349.7,5,HIGH,15.48,False
FAB_004,Premium Denim Grade-4,W02,2825.54,6870.23,1457.75,5831,328.56,5502.44,294.7,5,HIGH,15.48,True
FAB_004,Premium Denim Grade-4,W03,2920.52,5502.44,0.0,5831,3249.08,2581.92,188.4,5,HIGH,15.48,True
FAB_004,Premium Denim Grade-4,W04,2981.56,2581.92,0.0,5831,6230.64,0.0,86.6,5,HIGH,15.48,True
FAB_004,Premium Denim Grade-4,W05,2784.83,0.0,0.0,5831,8615.83,0.0,0.0,5,HIGH,15.48,True
FAB_004,Premium Denim Grade-4,W06,2588.1,0.0,0.0,5831,8419.1,0.0,0.0,5,HIGH,15.48,True
FAB_004,Premium Denim Grade-4,W07,2404.93,0.0,0.0,5831,8235.93,0.0,0.0,5,HIGH,15.48,True
FAB_004,Premium Denim Grade-4,W08,2184.45,0.0,0.0,5831,8015.45,0.0,0.0,5,HIGH,15.48,True
FAB_004,Premium Denim Grade-4,W09,2252.29,0.0,0.0,5831,8083.29,0.0,0.0,5,HIGH,15.48,True
FAB_004,Premium Denim Grade-4,W10,2184.45,0.0,0.0,5831,8015.45,0.0,0.0,5,HIGH,15.48,True
FAB_004,Premium Denim Grade-4,W11,2248.9,0.0,0.0,5831,8079.9,0.0,0.0,5,HIGH,15.48,True
FAB_004,Premium Denim Grade-4,W12,2489.72,0.0,0.0,5831,8320.72,0.0,0.0,5,HIGH,15.48,True
FAB_004,Premium Denim Grade-4,M04,2927.3,0.0,0.0,5831,8758.3,0.0,0.0,5,HIGH,15.48,True
FAB_004,Premium Denim Grade-4,M05,2896.77,0.0,0.0,5831,8727.77,0.0,0.0,5,HIGH,15.48,True
FAB_004,Premium Denim Grade-4,M06,2781.44,0.0,0.0,5831,8612.44,0.0,0.0,5,HIGH,15.48,True
FAB_005,Premium Poly-Blend Grade-5,W01,11715.97,7429.8,1326.75,5307,8266.42,0.0,74.7,4,MEDIUM,10.0,True
FAB_005,Premium Poly-Blend Grade-5,W02,12000.89,0.0,1326.75,5307,15981.14,0.0,11.1,4,MEDIUM,10.0,True
FAB_005,Premium Poly-Blend Grade-5,W03,12319.74,0.0,0.0,5307,17626.74,0.0,0.0,4,MEDIUM,10.0,True
FAB_005,Premium Poly-Blend Grade-5,W04,12323.14,0.0,0.0,5307,17630.14,0.0,0.0,4,MEDIUM,10.0,True
FAB_005,Premium Poly-Blend Grade-5,W05,11838.08,0.0,0.0,5307,17145.08,0.0,0.0,4,MEDIUM,10.0,True
FAB_005,Premium Poly-Blend Grade-5,W06,11095.23,0.0,0.0,5307,16402.23,0.0,0.0,4,MEDIUM,10.0,True
FAB_005,Premium Poly-Blend Grade-5,W07,10254.01,0.0,0.0,5307,15561.01,0.0,0.0,4,MEDIUM,10.0,True
FAB_005,Premium Poly-Blend Grade-5,W08,9541.69,0.0,0.0,5307,14848.69,0.0,0.0,4,MEDIUM,10.0,True
FAB_005,Premium Poly-Blend Grade-5,W09,9412.8,0.0,0.0,5307,14719.8,0.0,0.0,4,MEDIUM,10.0,True
FAB_005,Premium Poly-Blend Grade-5,W10,9253.37,0.0,0.0,5307,14560.37,0.0,0.0,4,MEDIUM,10.0,True
FAB_005,Premium Poly-Blend Grade-5,W11,9738.43,0.0,0.0,5307,15045.43,0.0,0.0,4,MEDIUM,10.0,True
FAB_005,Premium Poly-Blend Grade-5,W12,10365.95,0.0,0.0,5307,15672.95,0.0,0.0,4,MEDIUM,10.0,True
FAB_005,Premium Poly-Blend Grade-5,M04,12390.97,0.0,0.0,5307,17697.97,0.0,0.0,4,MEDIUM,10.0,True
FAB_005,Premium Poly-Blend Grade-5,M05,12102.66,0.0,0.0,5307,17409.66,0.0,0.0,4,MEDIUM,10.0,True
FAB_005,Premium Poly-Blend Grade-5,M06,11627.77,0.0,0.0,5307,16934.77,0.0,0.0,4,MEDIUM,10.0,True
FAB_006,Premium Denim Grade-6,W01,4156.67,5271.0,941.25,3765,1709.42,2055.58,149.5,5,MEDIUM,7.25,True
FAB_006,Premium Denim Grade-6,W02,4344.7,2055.58,941.25,3765,5112.87,0.0,69.0,5,MEDIUM,7.25,True
FAB_006,Premium Denim Grade-6,W03,4446.21,0.0,0.0,3765,8211.21,0.0,0.0,5,MEDIUM,7.25,True
FAB_006,Premium Denim Grade-6,W04,4456.19,0.0,0.0,3765,8221.19,0.0,0.0,5,MEDIUM,7.25,True
FAB_006,Premium Denim Grade-6,W05,4224.9,0.0,0.0,3765,7989.9,0.0,0.0,5,MEDIUM,7.25,True
FAB_006,Premium Denim Grade-6,W06,3998.59,0.0,0.0,3765,7763.59,0.0,0.0,5,MEDIUM,7.25,True
FAB_006,Premium Denim Grade-6,W07,3590.91,0.0,0.0,3765,7355.91,0.0,0.0,5,MEDIUM,7.25,True
FAB_006,Premium Denim Grade-6,W08,3424.52,0.0,0.0,3765,7189.52,0.0,0.0,5,MEDIUM,7.25,True
FAB_006,Premium Denim Grade-6,W09,3381.25,0.0,0.0,3765,7146.25,0.0,0.0,5,MEDIUM,7.25,True
FAB_006,Premium Denim Grade-6,W10,3444.48,0.0,0.0,3765,7209.48,0.0,0.0,5,MEDIUM,7.25,True
FAB_006,Premium Denim Grade-6,W11,3532.68,0.0,0.0,3765,7297.68,0.0,0.0,5,MEDIUM,7.25,True
FAB_006,Premium Denim Grade-6,W12,3690.75,0.0,0.0,3765,7455.75,0.0,0.0,5,MEDIUM,7.25,True
FAB_006,Premium Denim Grade-6,M04,4491.13,0.0,0.0,3765,8256.13,0.0,0.0,5,MEDIUM,7.25,True
FAB_006,Premium Denim Grade-6,M05,4389.64,0.0,0.0,3765,8154.64,0.0,0.0,5,MEDIUM,7.25,True
FAB_006,Premium Denim Grade-6,M06,4219.9,0.0,0.0,3765,7984.9,0.0,0.0,5,MEDIUM,7.25,True
FAB_007,Premium Nylon Grade-7,W01,996.74,3109.4,555.25,2221,0.0,2667.91,367.7,5,HIGH,13.11,False
FAB_007,Premium Nylon Grade-7,W02,1008.38,2667.91,555.25,2221,6.22,2214.78,319.6,5,HIGH,13.11,True
FAB_007,Premium Nylon Grade-7,W03,1098.24,2214.78,0.0,2221,1104.46,1116.54,201.7,5,HIGH,13.11,True
FAB_007,Premium Nylon Grade-7,W04,1079.94,1116.54,0.0,2221,2184.4,36.6,103.4,5,HIGH,13.11,True
FAB_007,Premium Nylon Grade-7,W05,1053.31,36.6,0.0,2221,3237.71,0.0,3.5,5,HIGH,13.11,True
FAB_007,Premium Nylon Grade-7,W06,928.51,0.0,0.0,2221,3149.51,0.0,0.0,5,HIGH,13.11,True
FAB_007,Premium Nylon Grade-7,W07,876.93,0.0,0.0,2221,3097.93,0.0,0.0,5,HIGH,13.11,True
FAB_007,Premium Nylon Grade-7,W08,803.71,0.0,0.0,2221,3024.71,0.0,0.0,5,HIGH,13.11,True
FAB_007,Premium Nylon Grade-7,W09,818.69,0.0,0.0,2221,3039.69,0.0,0.0,5,HIGH,13.11,True
FAB_007,Premium Nylon Grade-7,W10,763.78,0.0,0.0,2221,2984.78,0.0,0.0,5,HIGH,13.11,True
FAB_007,Premium Nylon Grade-7,W11,868.61,0.0,0.0,2221,3089.61,0.0,0.0,5,HIGH,13.11,True
FAB_007,Premium Nylon Grade-7,W12,900.22,0.0,0.0,2221,3121.22,0.0,0.0,5,HIGH,13.11,True
FAB_007,Premium Nylon Grade-7,M04,1016.7,0.0,0.0,2221,3237.7,0.0,0.0,5,HIGH,13.11,True
FAB_007,Premium Nylon Grade-7,M05,1089.92,0.0,0.0,2221,3310.92,0.0,0.0,5,HIGH,13.11,True
FAB_007,Premium Nylon Grade-7,M06,938.5,0.0,0.0,2221,3159.5,0.0,0.0,5,HIGH,13.11,True
FAB_008,Premium Wool Grade-8,W01,8606.21,4744.6,847.25,3389,6403.36,0.0,65.0,5,HIGH,6.62,True
FAB_008,Premium Wool Grade-8,W02,9298.44,0.0,847.25,3389,11840.19,0.0,9.1,5,HIGH,6.62,True
FAB_008,Premium Wool Grade-8,W03,9240.19,0.0,0.0,3389,12629.19,0.0,0.0,5,HIGH,6.62,True
FAB_008,Premium Wool Grade-8,W04,9152.0,0.0,0.0,3389,12541.0,0.0,0.0,5,HIGH,6.62,True
FAB_008,Premium Wool Grade-8,W05,8637.81,0.0,0.0,3389,12026.81,0.0,0.0,5,HIGH,6.62,True
FAB_008,Premium Wool Grade-8,W06,8301.69,0.0,0.0,3389,11690.69,0.0,0.0,5,HIGH,6.62,True
FAB_008,Premium Wool Grade-8,W07,7478.01,0.0,0.0,3389,10867.01,0.0,0.0,5,HIGH,6.62,True
FAB_008,Premium Wool Grade-8,W08,7116.92,0.0,0.0,3389,10505.92,0.0,0.0,5,HIGH,6.62,True
FAB_008,Premium Wool Grade-8,W09,7020.4,0.0,0.0,3389,10409.4,0.0,0.0,5,HIGH,6.62,True
FAB_008,Premium Wool Grade-8,W10,6953.85,0.0,0.0,3389,10342.85,0.0,0.0,5,HIGH,6.62,True
FAB_008,Premium Wool Grade-8,W11,7198.48,0.0,0.0,3389,10587.48,0.0,0.0,5,HIGH,6.62,True
FAB_008,Premium Wool Grade-8,W12,7644.42,0.0,0.0,3389,11033.42,0.0,0.0,5,HIGH,6.62,True
FAB_008,Premium Wool Grade-8,M04,9345.03,0.0,0.0,3389,12734.03,0.0,0.0,5,HIGH,6.62,True
FAB_008,Premium Wool Grade-8,M05,9155.32,0.0,0.0,3389,12544.32,0.0,0.0,5,HIGH,6.62,True
FAB_008,Premium Wool Grade-8,M06,8642.82,0.0,0.0,3389,12031.82,0.0,0.0,5,HIGH,6.62,True
FAB_009,Premium Denim Grade-9,W01,0.0,5371.8,959.25,3837,0.0,6331.05,633105.0,5,LOW,9.04,False
FAB_009,Premium Denim Grade-9,W02,0.0,6331.05,959.25,3837,0.0,7290.3,729030.0,5,LOW,9.04,False
FAB_009,Premium Denim Grade-9,W03,0.0,7290.3,0.0,3837,0.0,7290.3,729030.0,5,LOW,9.04,False
FAB_009,Premium Denim Grade-9,W04,0.0,7290.3,0.0,3837,0.0,7290.3,729030.0,5,LOW,9.04,False
FAB_009,Premium Denim Grade-9,W05,0.0,7290.3,0.0,3837,0.0,7290.3,729030.0,5,LOW,9.04,False
FAB_009,Premium Denim Grade-9,W06,0.0,7290.3,0.0,3837,0.0,7290.3,729030.0,5,LOW,9.04,False
FAB_009,Premium Denim Grade-9,W07,0.0,7290.3,0.0,3837,0.0,7290.3,729030.0,5,LOW,9.04,False
FAB_009,Premium Denim Grade-9,W08,0.0,7290.3,0.0,3837,0.0,7290.3,729030.0,5,LOW,9.04,False
FAB_009,Premium Denim Grade-9,W09,0.0,7290.3,0.0,3837,0.0,7290.3,729030.0,5,LOW,9.04,False
FAB_009,Premium Denim Grade-9,W10,0.0,7290.3,0.0,3837,0.0,7290.3,729030.0,5,LOW,9.04,False
FAB_009,Premium Denim Grade-9,W11,0.0,7290.3,0.0,3837,0.0,7290.3,729030.0,5,LOW,9.04,False
FAB_009,Premium Denim Grade-9,W12,0.0,7290.3,0.0,3837,0.0,7290.3,729030.0,5,LOW,9.04,False
FAB_009,Premium Denim Grade-9,M04,0.0,7290.3,0.0,3837,0.0,7290.3,729030.0,5,LOW,9.04,False
FAB_009,Premium Denim Grade-9,M05,0.0,7290.3,0.0,3837,0.0,7290.3,729030.0,5,LOW,9.04,False
FAB_009,Premium Denim Grade-9,M06,0.0,7290.3,0.0,3837,0.0,7290.3,729030.0,5,LOW,9.04,False
FAB_010,Premium Nylon Grade-10,W01,6524.84,4232.2,755.75,3023,4559.89,0.0,76.4,4,LOW,8.89,True
FAB_010,Premium Nylon Grade-10,W02,6655.87,0.0,755.75,3023,8923.12,0.0,11.4,4,LOW,8.89,True
FAB_010,Premium Nylon Grade-10,W03,6916.66,0.0,0.0,3023,9939.66,0.0,0.0,4,LOW,8.89,True
FAB_010,Premium Nylon Grade-10,W04,6853.62,0.0,0.0,3023,9876.62,0.0,0.0,4,LOW,8.89,True
FAB_010,Premium Nylon Grade-10,W05,6514.95,0.0,0.0,3023,9537.95,0.0,0.0,4,LOW,8.89,True
FAB_010,Premium Nylon Grade-10,W06,9430.67,0.0,0.0,3023,12453.67,0.0,0.0,4,LOW,8.89,True
FAB_010,Premium Nylon Grade-10,W07,5683.12,0.0,0.0,3023,8706.12,0.0,0.0,4,LOW,8.89,True
FAB_010,Premium Nylon Grade-10,W08,5280.19,0.0,0.0,3023,8303.19,0.0,0.0,4,LOW,8.89,True
FAB_010,Premium Nylon Grade-10,W09,5172.65,0.0,0.0,3023,8195.65,0.0,0.0,4,LOW,8.89,True
FAB_010,Premium Nylon Grade-10,W10,5077.48,0.0,0.0,3023,8100.48,0.0,0.0,4,LOW,8.89,True
FAB_010,Premium Nylon Grade-10,W11,5278.95,0.0,0.0,3023,8301.95,0.0,0.0,4,LOW,8.89,True
FAB_010,Premium Nylon Grade-10,W12,5770.88,0.0,0.0,3023,8793.88,0.0,0.0,4,LOW,8.89,True
FAB_010,Premium Nylon Grade-10,M04,6825.19,0.0,0.0,3023,9848.19,0.0,0.0,4,LOW,8.89,True
FAB_010,Premium Nylon Grade-10,M05,6684.29,0.0,0.0,3023,9707.29,0.0,0.0,4,LOW,8.89,True
FAB_010,Premium Nylon Grade-10,M06,6411.13,0.0,0.0,3023,9434.13,0.0,0.0,4,LOW,8.89,True
FAB_011,Premium Poly-Blend Grade-11,W01,5977.29,3361.4,600.25,2401,4416.64,0.0,66.3,5,LOW,20.45,True
FAB_011,Premium Poly-Blend Grade-11,W02,6388.9,0.0,600.25,2401,8189.65,0.0,9.4,5,LOW,20.45,True
FAB_011,Premium Poly-Blend Grade-11,W03,6532.27,0.0,0.0,2401,8933.27,0.0,0.0,5,LOW,20.45,True
FAB_011,Premium Poly-Blend Grade-11,W04,6579.22,0.0,0.0,2401,8980.22,0.0,0.0,5,LOW,20.45,True
FAB_011,Premium Poly-Blend Grade-11,W05,6402.48,0.0,0.0,2401,8803.48,0.0,0.0,5,LOW,20.45,True
FAB_011,Premium Poly-Blend Grade-11,W06,8679.2,0.0,0.0,2401,11080.2,0.0,0.0,5,LOW,20.45,True
FAB_011,Premium Poly-Blend Grade-11,W07,5437.16,0.0,0.0,2401,7838.16,0.0,0.0,5,LOW,20.45,True
FAB_011,Premium Poly-Blend Grade-11,W08,4953.88,0.0,0.0,2401,7354.88,0.0,0.0,5,LOW,20.45,True
FAB_011,Premium Poly-Blend Grade-11,W09,4779.62,0.0,0.0,2401,7180.62,0.0,0.0,5,LOW,20.45,True
FAB_011,Premium Poly-Blend Grade-11,W10,4946.48,0.0,0.0,2401,7347.48,0.0,0.0,5,LOW,20.45,True
FAB_011,Premium Poly-Blend Grade-11,W11,5102.21,0.0,0.0,2401,7503.21,0.0,0.0,5,LOW,20.45,True
FAB_011,Premium Poly-Blend Grade-11,W12,5498.98,0.0,0.0,2401,7899.98,0.0,0.0,5,LOW,20.45,True
FAB_011,Premium Poly-Blend Grade-11,M04,6539.67,0.0,0.0,2401,8940.67,0.0,0.0,5,LOW,20.45,True
FAB_011,Premium Poly-Blend Grade-11,M05,6317.2,0.0,0.0,2401,8718.2,0.0,0.0,5,LOW,20.45,True
FAB_011,Premium Poly-Blend Grade-11,M06,5847.51,0.0,0.0,2401,8248.51,0.0,0.0,5,LOW,20.45,True
FAB_012,Premium Cotton Grade-12,W01,4355.52,3753.4,670.25,2681,2612.87,68.13,101.6,3,MEDIUM,23.43,True
FAB_012,Premium Cotton Grade-12,W02,4617.6,68.13,670.25,2681,6560.22,0.0,16.0,3,MEDIUM,23.43,True
FAB_012,Premium Cotton Grade-12,W03,4573.92,0.0,0.0,2681,7254.92,0.0,0.0,3,MEDIUM,23.43,True
FAB_012,Premium Cotton Grade-12,W04,4656.6,0.0,0.0,2681,7337.6,0.0,0.0,3,MEDIUM,23.43,True
FAB_012,Premium Cotton Grade-12,W05,4452.24,0.0,0.0,2681,7133.24,0.0,0.0,3,MEDIUM,23.43,True
FAB_012,Premium Cotton Grade-12,W06,4026.36,0.0,0.0,2681,6707.36,0.0,0.0,3,MEDIUM,23.43,True
FAB_012,Premium Cotton Grade-12,W07,3876.6,0.0,0.0,2681,6557.6,0.0,0.0,3,MEDIUM,23.43,True
FAB_012,Premium Cotton Grade-12,W08,3539.64,0.0,0.0,2681,6220.64,0.0,0.0,3,MEDIUM,23.43,True
FAB_012,Premium Cotton Grade-12,W09,3478.8,0.0,0.0,2681,6159.8,0.0,0.0,3,MEDIUM,23.43,True
FAB_012,Premium Cotton Grade-12,W10,3488.16,0.0,0.0,2681,6169.16,0.0,0.0,3,MEDIUM,23.43,True
FAB_012,Premium Cotton Grade-12,W11,3687.84,0.0,0.0,2681,6368.84,0.0,0.0,3,MEDIUM,23.43,True
FAB_012,Premium Cotton Grade-12,W12,3926.52,0.0,0.0,2681,6607.52,0.0,0.0,3,MEDIUM,23.43,True
FAB_012,Premium Cotton Grade-12,M04,4656.6,0.0,0.0,2681,7337.6,0.0,0.0,3,MEDIUM,23.43,True
FAB_012,Premium Cotton Grade-12,M05,4567.68,0.0,0.0,2681,7248.68,0.0,0.0,3,MEDIUM,23.43,True
FAB_012,Premium Cotton Grade-12,M06,4286.88,0.0,0.0,2681,6967.88,0.0,0.0,3,MEDIUM,23.43,True
FAB_013,Premium Poly-Blend Grade-13,W01,3932.76,7974.4,1424.0,5696,230.36,5465.64,239.0,4,LOW,14.41,True
FAB_013,Premium Poly-Blend Grade-13,W02,4020.12,5465.64,1424.0,5696,2826.48,2869.52,171.4,4,LOW,14.41,True
FAB_013,Premium Poly-Blend Grade-13,W03,4213.56,2869.52,0.0,5696,7040.04,0.0,68.1,4,LOW,14.41,True
FAB_013,Premium Poly-Blend Grade-13,W04,4116.84,0.0,0.0,5696,9812.84,0.0,0.0,4,LOW,14.41,True
FAB_013,Premium Poly-Blend Grade-13,W05,3979.56,0.0,0.0,5696,9675.56,0.0,0.0,4,LOW,14.41,True
FAB_013,Premium Poly-Blend Grade-13,W06,3768.96,0.0,0.0,5696,9464.96,0.0,0.0,4,LOW,14.41,True
FAB_013,Premium Poly-Blend Grade-13,W07,3466.32,0.0,0.0,5696,9162.32,0.0,0.0,4,LOW,14.41,True
FAB_013,Premium Poly-Blend Grade-13,W08,3224.52,0.0,0.0,5696,8920.52,0.0,0.0,4,LOW,14.41,True
FAB_013,Premium Poly-Blend Grade-13,W09,3182.4,0.0,0.0,5696,8878.4,0.0,0.0,4,LOW,14.41,True
FAB_013,Premium Poly-Blend Grade-13,W10,3115.32,0.0,0.0,5696,8811.32,0.0,0.0,4,LOW,14.41,True
FAB_013,Premium Poly-Blend Grade-13,W11,3261.96,0.0,0.0,5696,8957.96,0.0,0.0,4,LOW,14.41,True
FAB_013,Premium Poly-Blend Grade-13,W12,3505.32,0.0,0.0,5696,9201.32,0.0,0.0,4,LOW,14.41,True
FAB_013,Premium Poly-Blend Grade-13,M04,4183.92,0.0,0.0,5696,9879.92,0.0,0.0,4,LOW,14.41,True
FAB_013,Premium Poly-Blend Grade-13,M05,4059.12,0.0,0.0,5696,9755.12,0.0,0.0,4,LOW,14.41,True
FAB_013,Premium Poly-Blend Grade-13,M06,3992.04,0.0,0.0,5696,9688.04,0.0,0.0,4,LOW,14.41,True
FAB_014,Premium Wool-Blend Grade-14,W01,12818.34,7125.0,1875.0,7500,11318.34,0.0,70.2,6,HIGH,18.5,True
FAB_014,Premium Wool-Blend Grade-14,W02,13611.71,0.0,1875.0,7500,19236.71,0.0,13.8,6,HIGH,18.5,True
FAB_014,Premium Wool-Blend Grade-14,W03,13919.16,0.0,0.0,7500,21419.16,0.0,0.0,6,HIGH,18.5,True
FAB_014,Premium Wool-Blend Grade-14,W04,13889.7,0.0,0.0,7500,21389.7,0.0,0.0,6,HIGH,18.5,True
FAB_014,Premium Wool-Blend Grade-14,W05,13490.97,0.0,0.0,7500,20990.97,0.0,0.0,6,HIGH,18.5,True
FAB_014,Premium Wool-Blend Grade-14,W06,17078.62,0.0,0.0,7500,24578.62,0.0,0.0,6,HIGH,18.5,True
FAB_014,Premium Wool-Blend Grade-14,W07,11517.36,0.0,0.0,7500,19017.36,0.0,0.0,6,HIGH,18.5,True
FAB_014,Premium Wool-Blend Grade-14,W08,10629.77,0.0,0.0,7500,18129.77,0.0,0.0,6,HIGH,18.5,True
FAB_014,Premium Wool-Blend Grade-14,W09,10207.39,0.0,0.0,7500,17707.39,0.0,0.0,6,HIGH,18.5,True
FAB_014,Premium Wool-Blend Grade-14,W10,10583.83,0.0,0.0,7500,18083.83,0.0,0.0,6,HIGH,18.5,True
FAB_014,Premium Wool-Blend Grade-14,W11,11049.43,0.0,0.0,7500,18549.43,0.0,0.0,6,HIGH,18.5,True
FAB_014,Premium Wool-Blend Grade-14,W12,11743.29,0.0,0.0,7500,19243.29,0.0,0.0,6,HIGH,18.5,True
FAB_014,Premium Wool-Blend Grade-14,M04,14032.07,0.0,0.0,7500,21532.07,0.0,0.0,6,HIGH,18.5,True
FAB_014,Premium Wool-Blend Grade-14,M05,13538.46,0.0,0.0,7500,21038.46,0.0,0.0,6,HIGH,18.5,True
FAB_014,Premium Wool-Blend Grade-14,M06,12626.33,0.0,0.0,7500,20126.33,0.0,0.0,6,HIGH,18.5,True
FAB_015,Premium Linen Grade-15,W01,728.18,7291.2,1302.0,5208,0.0,7865.02,1180.1,5,HIGH,13.33,False
