sku_id,total_available,total_sold,mean_sell_through,avg_weekly_sales,current_on_hand_units,reserved_units,safety_threshold,avg_inventory_age,sku_name,category,season,region_group,unit_retail_price,unit_target_margin,launch_week,lifecycle_status,weeks_of_stock,mover_class,recommended_discount_pct,action_alert,inventory_value_at_risk,expected_velocity_lift,projected_capital_recovery
SKU_026,21739,13523,0.61,1126.9166666666667,3682,644,1910,16.25,TrendWear Trouser 026,Trousers,SS26,Global,56.14,0.5,3,Active,3.3,FAST_MOVER,0.0,STOCKOUT_VULNERABILITY_ALERT,206707.48,1.0,206707.48
SKU_027,26152,14860,0.5775833333333333,1238.3333333333333,2905,457,1449,27.25,TrendWear Trouser 027,Trousers,SS26,Global,86.35,0.54,4,Active,2.3,NORMAL_MOVER,0.0,HEALTHY_VELOCITY,250846.75,1.0,250846.75
SKU_028,21236,12173,0.5666666666666667,1014.4166666666666,3561,641,1924,28.75,TrendWear Dresse 028,Dresses,SS26,Global,94.34,0.62,2,Active,3.5,NORMAL_MOVER,0.0,HEALTHY_VELOCITY,335944.74,1.0,335944.74
SKU_029,24280,13084,0.54475,1090.3333333333333,4760,814,1846,11.75,TrendWear Dresse 029,Dresses,SS26,Global,104.67,0.493,1,Active,4.4,SLOW_MOVER,0.15,PROMOTIONAL_MARKDOWN_RECOMMENDED,498229.2,1.25,423494.82
SKU_030,19387,11184,0.5669166666666666,932.0,3107,412,1819,28.5,TrendWear Dresse 030,Dresses,SS26,Global,129.28,0.501,2,Active,3.3,NORMAL_MOVER,0.0,HEALTHY_VELOCITY,401672.96,1.0,401672.96
SKU_031,23484,13488,0.5770000000000001,1124.0,4256,652,1291,29.5,TrendWear Dresse 031,Dresses,SS26,Global,124.45,0.539,1,Active,3.8,NORMAL_MOVER,0.0,HEALTHY_VELOCITY,529659.2,1.0,529659.2
SKU_032,22497,12232,0.5540833333333334,1019.3333333333334,3504,724,1842,21.75,TrendWear Dresse 032,Dresses,SS26,Global,95.93,0.563,4,Active,3.4,SLOW_MOVER,0.15,PROMOTIONAL_MARKDOWN_RECOMMENDED,336138.72,1.25,285717.91
SKU_033,22116,11965,0.5397500000000001,997.0833333333334,4359,776,1564,21.75,TrendWear Dresse 033,Dresses,SS26,Global,106.04,0.616,1,Active,4.4,SLOW_MOVER,0.15,PROMOTIONAL_MARKDOWN_RECOMMENDED,462228.36,1.25,392894.11
SKU_034,24280,13843,0.5653333333333334,1153.5833333333333,3567,705,1853,17.75,TrendWear Dresse 034,Dresses,SS26,Global,116.62,0.496,3,Active,3.1,NORMAL_MOVER,0.0,HEALTHY_VELOCITY,415983.54,1.0,415983.54
SKU_035,21747,11955,0.5521666666666666,996.25,3350,727,1666,34.0,TrendWear Dresse 035,Dresses,SS26,Global,122.8,0.528,3,Active,3.4,SLOW_MOVER,0.15,PROMOTIONAL_MARKDOWN_RECOMMENDED,411380.0,1.25,349673.0
SKU_036,25840,15748,0.622,1312.3333333333333,3907,616,1718,28.75,TrendWear Activewear 036,Activewear,SS26,Global,56.74,0.544,3,Active,3.0,FAST_MOVER,0.0,STOCKOUT_VULNERABILITY_ALERT,221683.18,1.0,221683.18
SKU_037,26846,4594,0.16974999999999998,382.8333333333333,9600,1019,800,75.0,TrendWear Activewear 037,Activewear,SS26,Global,83.59,0.587,1,Phase-Out,25.1,SLOW_MOVER,0.5,CRITICAL_EXCESS_INVENTORY,802464.0,2.7,401232.0
SKU_038,26471,16496,0.6065,1374.6666666666667,3144,712,2029,21.5,TrendWear Activewear 038,Activewear,SS26,Global,78.53,0.522,2,Active,2.3,FAST_MOVER,0.0,STOCKOUT_VULNERABILITY_ALERT,246898.32,1.0,246898.32
SKU_039,23504,13541,0.5829166666666666,1128.4166666666667,2468,351,1909,23.25,TrendWear Activewear 039,Activewear,SS26,Global,42.64,0.587,1,Active,2.2,NORMAL_MOVER,0.0,HEALTHY_VELOCITY,105235.52,1.0,105235.52
SKU_040,24774,14816,0.5975,1234.6666666666667,3067,594,1973,22.25,TrendWear Activewear 040,Activewear,SS26,Global,64.95,0.548,1,Active,2.5,NORMAL_MOVER,0.0,HEALTHY_VELOCITY,199201.65,1.0,199201.65
SKU_041,26436,17166,0.6540833333333333,1430.5,3827,702,1703,20.5,TrendWear Activewear 041,Activewear,SS26,Global,81.45,0.603,3,Active,2.7,FAST_MOVER,0.0,STOCKOUT_VULNERABILITY_ALERT,311709.15,1.0,311709.15
SKU_042,25833,16262,0.62675,1355.1666666666667,3320,545,1747,15.75,TrendWear Activewear 042,Activewear,SS26,Global,46.97,0.514,1,Active,2.4,FAST_MOVER,0.0,STOCKOUT_VULNERABILITY_ALERT,155940.4,1.0,155940.4
SKU_043,24147,13573,0.5644166666666667,1131.0833333333333,3924,757,1813,17.0,TrendWear Activewear 043,Activewear,SS26,Global,39.28,0.548,1,Active,3.5,NORMAL_MOVER,0.0,HEALTHY_VELOCITY,154134.72,1.0,154134.72
SKU_044,24909,15553,0.611,1296.0833333333333,2103,405,1617,29.5,TrendWear Outerwear 044,Outerwear,FW26,Global,226.58,0.555,2,Active,1.6,FAST_MOVER,0.0,STOCKOUT_VULNERABILITY_ALERT,476497.74,1.0,476497.74
SKU_045,24274,13539,0.5623333333333334,1128.25,4296,737,1923,22.0,TrendWear Outerwear 045,Outerwear,FW26,Global,133.12,0.547,2,Active,3.8,SLOW_MOVER,0.15,PROMOTIONAL_MARKDOWN_RECOMMENDED,571883.52,1.25,486100.99
SKU_046,19559,11863,0.5961666666666666,988.5833333333334,3482,508,1231,28.75,TrendWear Outerwear 046,Outerwear,FW26,Global,148.16,0.602,4,Active,3.5,NORMAL_MOVER,0.0,HEALTHY_VELOCITY,515893.12,1.0,515893.12
SKU_047,23935,14713,0.6225833333333334,1226.0833333333333,4393,850,1613,29.0,TrendWear Outerwear 047,Outerwear,FW26,Global,225.08,0.61,2,Active,3.6,FAST_MOVER,0.0,STOCKOUT_VULNERABILITY_ALERT,988776.44,1.0,988776.44
SKU_048,25326,16066,0.63525,1338.8333333333333,3862,794,1949,29.75,TrendWear Outerwear 048,Outerwear,FW26,Global,197.42,0.536,3,Active,2.9,FAST_MOVER,0.0,STOCKOUT_VULNERABILITY_ALERT,762436.04,1.0,762436.04
SKU_049,22375,12443,0.5659166666666666,1036.9166666666667,4648,739,1518,28.5,TrendWear Outerwear 049,Outerwear,FW26,Global,167.19,0.552,1,Active,4.5,NORMAL_MOVER,0.0,HEALTHY_VELOCITY,777099.12,1.0,777099.12
SKU_050,23318,13756,0.5964166666666667,1146.3333333333333,4637,766,1532,21.5,TrendWear Outerwear 050,Outerwear,FW26,Global,146.27,0.489,1,New,4.0,NORMAL_MOVER,0.0,HEALTHY_VELOCITY,678253.99,1.0,678253.99
