fabric_id,fabric_name,period,required_week,net_requirement_meters,supplier_id,supplier_name,recommended_order_qty,allocation_pct,unit_price,purchase_cost,moq_meters,moq_overbuy_meters,lead_time_weeks,po_release_week,expected_arrival_week,supplier_risk_score,supplier_risk_category,predicted_delay_days,delivery_risk
FAB_003,Premium Wool Grade-3,W08,8,16037.16,S002,Global Weavers Ltd,6676.16,41.6,15.13,101010.3,4000,0.0,4,W04,W08,21.2,LOW,0.0,LOW
FAB_003,Premium Wool Grade-3,W09,9,15671.76,S001,Apex Textile Mills,7692.0,49.1,14.68,112918.56,3000,0.0,4,W05,W09,17.6,LOW,0.0,LOW
FAB_003,Premium Wool Grade-3,W09,9,15671.76,S002,Global Weavers Ltd,7979.76,50.9,15.13,120733.77,4000,0.0,4,W05,W09,21.2,LOW,0.0,LOW
FAB_003,Premium Wool Grade-3,W10,10,15707.04,S001,Apex Textile Mills,6087.0,38.8,14.68,89357.16,3000,0.0,4,W06,W10,17.6,LOW,0.0,LOW
FAB_003,Premium Wool Grade-3,W10,10,15707.04,S002,Global Weavers Ltd,8512.0,54.2,15.13,128786.56,4000,0.0,4,W06,W10,21.2,LOW,0.0,LOW
FAB_003,Premium Wool Grade-3,W10,10,15707.04,S004,Budget FastTex Industries,1108.04,7.1,14.06,15579.04,3000,0.0,7,W03,W10,44.6,MEDIUM,5.0,HIGH
FAB_003,Premium Wool Grade-3,W11,11,16097.64,S001,Apex Textile Mills,12576.0,78.1,14.68,184615.68,3000,0.0,4,W07,W11,17.6,LOW,0.0,LOW
FAB_003,Premium Wool Grade-3,W11,11,16097.64,S002,Global Weavers Ltd,3521.64,21.9,15.13,53282.41,4000,0.0,4,W07,W11,21.2,LOW,0.0,LOW
FAB_003,Premium Wool Grade-3,W12,12,17191.32,S001,Apex Textile Mills,10462.0,60.9,14.68,153582.16,3000,0.0,4,W08,W12,17.6,LOW,0.0,LOW
FAB_003,Premium Wool Grade-3,W12,12,17191.32,S002,Global Weavers Ltd,6729.32,39.1,15.13,101814.61,4000,0.0,4,W08,W12,21.2,LOW,0.0,LOW
FAB_003,Premium Wool Grade-3,M04,12,19323.24,S001,Apex Textile Mills,17390.92,90.0,14.68,255298.65,3000,0.0,4,W08,W12,17.6,LOW,0.0,LOW
FAB_003,Premium Wool Grade-3,M04,12,19323.24,S002,Global Weavers Ltd,1932.32,10.0,15.13,29236.06,4000,0.0,4,W08,W12,21.2,LOW,0.0,LOW
FAB_003,Premium Wool Grade-3,M05,12,18970.44,S001,Apex Textile Mills,17073.4,90.0,14.68,250637.45,3000,0.0,4,W08,W12,17.6,LOW,0.0,LOW
FAB_003,Premium Wool Grade-3,M05,12,18970.44,S002,Global Weavers Ltd,1897.04,10.0,15.13,28702.28,4000,0.0,4,W08,W12,21.2,LOW,0.0,LOW
FAB_003,Premium Wool Grade-3,M06,12,18290.04,S001,Apex Textile Mills,16461.04,90.0,14.68,241648.01,3000,0.0,4,W08,W12,17.6,LOW,0.0,LOW
FAB_003,Premium Wool Grade-3,M06,12,18290.04,S002,Global Weavers Ltd,1829.0,10.0,15.13,27672.83,4000,0.0,4,W08,W12,21.2,LOW,0.0,LOW
FAB_004,Premium Denim Grade-4,W02,2,328.56,S002,Global Weavers Ltd,328.56,100.0,15.4,5059.82,5000,0.0,4,W01,W05,21.2,LOW,0.0,LOW
FAB_004,Premium Denim Grade-4,W03,3,3249.08,S001,Apex Textile Mills,2924.17,90.0,15.75,46055.71,2500,0.0,4,W01,W05,17.6,LOW,0.0,LOW
FAB_004,Premium Denim Grade-4,W03,3,3249.08,S006,Pacific Spinners,324.91,10.0,16.02,5205.03,3000,0.0,5,W01,W06,34.7,MEDIUM,1.6,MEDIUM
FAB_004,Premium Denim Grade-4,W04,4,6230.64,S002,Global Weavers Ltd,2492.26,40.0,15.4,38380.74,5000,0.0,4,W01,W05,21.2,LOW,0.0,LOW
FAB_004,Premium Denim Grade-4,W04,4,6230.64,S005,EuroKnit Premium,3738.38,60.0,17.19,64262.82,3000,0.0,3,W01,W04,11.5,LOW,0.0,LOW
FAB_004,Premium Denim Grade-4,W05,5,8615.83,S001,Apex Textile Mills,861.58,10.0,15.75,13569.93,2500,0.0,4,W01,W05,17.6,LOW,0.0,LOW
FAB_004,Premium Denim Grade-4,W05,5,8615.83,S002,Global Weavers Ltd,7754.25,90.0,15.4,119415.4,5000,0.0,4,W01,W05,21.2,LOW,0.0,LOW
FAB_004,Premium Denim Grade-4,W06,6,8419.1,S001,Apex Textile Mills,841.91,10.0,15.75,13260.08,2500,0.0,4,W02,W06,17.6,LOW,0.0,LOW
FAB_004,Premium Denim Grade-4,W06,6,8419.1,S002,Global Weavers Ltd,7577.19,90.0,15.4,116688.73,5000,0.0,4,W02,W06,21.2,LOW,0.0,LOW
FAB_004,Premium Denim Grade-4,W07,7,8235.93,S001,Apex Textile Mills,823.59,10.0,15.75,12971.59,2500,0.0,4,W03,W07,17.6,LOW,0.0,LOW
FAB_004,Premium Denim Grade-4,W07,7,8235.93,S002,Global Weavers Ltd,7412.34,90.0,15.4,114149.99,5000,0.0,4,W03,W07,21.2,LOW,0.0,LOW
FAB_004,Premium Denim Grade-4,W08,8,8015.45,S002,Global Weavers Ltd,7213.9,90.0,15.4,111094.14,5000,0.0,4,W04,W08,21.2,LOW,0.0,LOW
FAB_004,Premium Denim Grade-4,W08,8,8015.45,S004,Budget FastTex Industries,801.54,10.0,14.26,11430.03,3000,0.0,7,W01,W08,44.6,MEDIUM,5.0,HIGH
FAB_004,Premium Denim Grade-4,W09,9,8083.29,S002,Global Weavers Ltd,7274.96,90.0,15.4,112034.4,5000,0.0,4,W05,W09,21.2,LOW,0.0,LOW
FAB_004,Premium Denim Grade-4,W09,9,8083.29,S004,Budget FastTex Industries,808.33,10.0,14.26,11526.77,3000,0.0,7,W02,W09,44.6,MEDIUM,5.0,HIGH
FAB_004,Premium Denim Grade-4,W10,10,8015.45,S002,Global Weavers Ltd,7213.9,90.0,15.4,111094.14,5000,0.0,4,W06,W10,21.2,LOW,0.0,LOW
FAB_004,Premium Denim Grade-4,W10,10,8015.45,S004,Budget FastTex Industries,801.54,10.0,14.26,11430.03,3000,0.0,7,W03,W10,44.6,MEDIUM,5.0,HIGH
FAB_004,Premium Denim Grade-4,W11,11,8079.9,S002,Global Weavers Ltd,7271.91,90.0,15.4,111987.41,5000,0.0,4,W07,W11,21.2,LOW,0.0,LOW
FAB_004,Premium Denim Grade-4,W11,11,8079.9,S004,Budget FastTex Industries,807.99,10.0,14.26,11521.94,3000,0.0,7,W04,W11,44.6,MEDIUM,5.0,HIGH
FAB_004,Premium Denim Grade-4,W12,12,8320.72,S002,Global Weavers Ltd,7488.65,90.0,15.4,115325.18,5000,0.0,4,W08,W12,21.2,LOW,0.0,LOW
FAB_004,Premium Denim Grade-4,W12,12,8320.72,S004,Budget FastTex Industries,832.07,10.0,14.26,11865.35,3000,0.0,7,W05,W12,44.6,MEDIUM,5.0,HIGH
FAB_004,Premium Denim Grade-4,M04,12,8758.3,S002,Global Weavers Ltd,7882.47,90.0,15.4,121390.04,5000,0.0,4,W08,W12,21.2,LOW,0.0,LOW
FAB_004,Premium Denim Grade-4,M04,12,8758.3,S004,Budget FastTex Industries,875.83,10.0,14.26,12489.34,3000,0.0,7,W05,W12,44.6,MEDIUM,5.0,HIGH
FAB_004,Premium Denim Grade-4,M05,12,8727.77,S002,Global Weavers Ltd,7854.99,90.0,15.4,120966.89,5000,0.0,4,W08,W12,21.2,LOW,0.0,LOW
FAB_004,Premium Denim Grade-4,M05,12,8727.77,S004,Budget FastTex Industries,872.78,10.0,14.26,12445.8,3000,0.0,7,W05,W12,44.6,MEDIUM,5.0,HIGH
FAB_004,Premium Denim Grade-4,M06,12,8612.44,S002,Global Weavers Ltd,7751.2,90.0,15.4,119368.42,5000,0.0,4,W08,W12,21.2,LOW,0.0,LOW
FAB_004,Premium Denim Grade-4,M06,12,8612.44,S004,Budget FastTex Industries,861.24,10.0,14.26,12281.34,3000,0.0,7,W05,W12,44.6,MEDIUM,5.0,HIGH
FAB_005,Premium Poly-Blend Grade-5,W01,1,8266.42,S001,Apex Textile Mills,7439.78,90.0,9.83,73133.02,4000,0.0,4,W01,W05,17.6,LOW,0.0,LOW
FAB_005,Premium Poly-Blend Grade-5,W01,1,8266.42,S007,Vanguard Textiles,826.64,10.0,9.89,8175.49,2500,0.0,4,W01,W05,23.8,LOW,0.9,MEDIUM
FAB_005,Premium Poly-Blend Grade-5,W02,2,15981.14,S001,Apex Textile Mills,12105.0,75.7,9.83,118992.15,4000,0.0,4,W01,W05,17.6,LOW,0.0,LOW
FAB_005,Premium Poly-Blend Grade-5,W02,2,15981.14,S007,Vanguard Textiles,3876.14,24.3,9.89,38335.02,2500,0.0,4,W01,W05,23.8,LOW,0.9,MEDIUM
FAB_005,Premium Poly-Blend Grade-5,W03,3,17626.74,S001,Apex Textile Mills,10035.0,56.9,9.83,98644.05,4000,0.0,4,W01,W05,17.6,LOW,0.0,LOW
FAB_005,Premium Poly-Blend Grade-5,W03,3,17626.74,S007,Vanguard Textiles,7591.74,43.1,9.89,75082.31,2500,0.0,4,W01,W05,23.8,LOW,0.9,MEDIUM
FAB_005,Premium Poly-Blend Grade-5,W04,4,17630.14,S001,Apex Textile Mills,6029.0,34.2,9.83,59265.07,4000,0.0,4,W01,W05,17.6,LOW,0.0,LOW
FAB_005,Premium Poly-Blend Grade-5,W04,4,17630.14,S002,Global Weavers Ltd,4544.14,25.8,10.25,46577.44,5000,0.0,4,W01,W05,21.2,LOW,0.0,LOW
FAB_005,Premium Poly-Blend Grade-5,W04,4,17630.14,S007,Vanguard Textiles,7057.0,40.0,9.89,69793.73,2500,0.0,4,W01,W05,23.8,LOW,0.9,MEDIUM
FAB_005,Premium Poly-Blend Grade-5,W05,5,17145.08,S001,Apex Textile Mills,6311.0,36.8,9.83,62037.13,4000,0.0,4,W01,W05,17.6,LOW,0.0,LOW
FAB_005,Premium Poly-Blend Grade-5,W05,5,17145.08,S002,Global Weavers Ltd,885.08,5.2,10.25,9072.07,5000,0.0,4,W01,W05,21.2,LOW,0.0,LOW
FAB_005,Premium Poly-Blend Grade-5,W05,5,17145.08,S007,Vanguard Textiles,9949.0,58.0,9.89,98395.61,2500,0.0,4,W01,W05,23.8,LOW,0.9,MEDIUM
FAB_005,Premium Poly-Blend Grade-5,W06,6,16402.23,S001,Apex Textile Mills,14098.0,86.0,9.83,138583.34,4000,0.0,4,W02,W06,17.6,LOW,0.0,LOW
FAB_005,Premium Poly-Blend Grade-5,W06,6,16402.23,S007,Vanguard Textiles,2304.23,14.0,9.89,22788.83,2500,0.0,4,W02,W06,23.8,LOW,0.9,MEDIUM
FAB_005,Premium Poly-Blend Grade-5,W07,7,15561.01,S001,Apex Textile Mills,12114.0,77.8,9.83,119080.62,4000,0.0,4,W03,W07,17.6,LOW,0.0,LOW
FAB_005,Premium Poly-Blend Grade-5,W07,7,15561.01,S007,Vanguard Textiles,3447.01,22.2,9.89,34090.93,2500,0.0,4,W03,W07,23.8,LOW,0.9,MEDIUM
FAB_005,Premium Poly-Blend Grade-5,W08,8,14848.69,S001,Apex Textile Mills,7198.0,48.5,9.83,70756.34,4000,0.0,4,W04,W08,17.6,LOW,0.0,LOW
FAB_005,Premium Poly-Blend Grade-5,W08,8,14848.69,S007,Vanguard Textiles,7650.69,51.5,9.89,75665.32,2500,0.0,4,W04,W08,23.8,LOW,0.9,MEDIUM
FAB_005,Premium Poly-Blend Grade-5,W09,9,14719.8,S001,Apex Textile Mills,7701.0,52.3,9.83,75700.83,4000,0.0,4,W05,W09,17.6,LOW,0.0,LOW
FAB_005,Premium Poly-Blend Grade-5,W09,9,14719.8,S007,Vanguard Textiles,7018.8,47.7,9.89,69415.93,2500,0.0,4,W05,W09,23.8,LOW,0.9,MEDIUM
FAB_005,Premium Poly-Blend Grade-5,W10,10,14560.37,S001,Apex Textile Mills,11360.0,78.0,9.83,111668.8,4000,0.0,4,W06,W10,17.6,LOW,0.0,LOW
FAB_005,Premium Poly-Blend Grade-5,W10,10,14560.37,S007,Vanguard Textiles,3200.37,22.0,9.89,31651.66,2500,0.0,4,W06,W10,23.8,LOW,0.9,MEDIUM
FAB_005,Premium Poly-Blend Grade-5,W11,11,15045.43,S001,Apex Textile Mills,6817.0,45.3,9.83,67011.11,4000,0.0,4,W07,W11,17.6,LOW,0.0,LOW
FAB_005,Premium Poly-Blend Grade-5,W11,11,15045.43,S007,Vanguard Textiles,8228.43,54.7,9.89,81379.17,2500,0.0,4,W07,W11,23.8,LOW,0.9,MEDIUM
FAB_005,Premium Poly-Blend Grade-5,W12,12,15672.95,S001,Apex Textile Mills,9061.0,57.8,9.83,89069.63,4000,0.0,4,W08,W12,17.6,LOW,0.0,LOW
FAB_005,Premium Poly-Blend Grade-5,W12,12,15672.95,S007,Vanguard Textiles,6611.95,42.2,9.89,65392.19,2500,0.0,4,W08,W12,23.8,LOW,0.9,MEDIUM
FAB_005,Premium Poly-Blend Grade-5,M04,12,17697.97,S001,Apex Textile Mills,15928.17,90.0,9.83,156573.94,4000,0.0,4,W08,W12,17.6,LOW,0.0,LOW
FAB_005,Premium Poly-Blend Grade-5,M04,12,17697.97,S007,Vanguard Textiles,1769.8,10.0,9.89,17503.29,2500,0.0,4,W08,W12,23.8,LOW,0.9,MEDIUM
FAB_005,Premium Poly-Blend Grade-5,M05,12,17409.66,S001,Apex Textile Mills,15668.69,90.0,9.83,154023.26,4000,0.0,4,W08,W12,17.6,LOW,0.0,LOW
FAB_005,Premium Poly-Blend Grade-5,M05,12,17409.66,S007,Vanguard Textiles,1740.97,10.0,9.89,17218.15,2500,0.0,4,W08,W12,23.8,LOW,0.9,MEDIUM
FAB_005,Premium Poly-Blend Grade-5,M06,12,16934.77,S001,Apex Textile Mills,15241.29,90.0,9.83,149821.91,4000,0.0,4,W08,W12,17.6,LOW,0.0,LOW
FAB_005,Premium Poly-Blend Grade-5,M06,12,16934.77,S007,Vanguard Textiles,1693.48,10.0,9.89,16748.49,2500,0.0,4,W08,W12,23.8,LOW,0.9,MEDIUM
FAB_006,Premium Denim Grade-6,W01,1,1709.42,S004,Budget FastTex Industries,1709.42,100.0,6.9,11795.0,3000,0.0,7,W01,W08,44.6,MEDIUM,5.0,HIGH
FAB_006,Premium Denim Grade-6,W02,2,5112.87,S001,Apex Textile Mills,5112.87,100.0,7.13,36454.76,5000,0.0,4,W01,W05,17.6,LOW,0.0,LOW
FAB_006,Premium Denim Grade-6,W03,3,8211.21,S001,Apex Textile Mills,3284.48,40.0,7.13,23418.37,5000,0.0,4,W01,W05,17.6,LOW,0.0,LOW
FAB_006,Premium Denim Grade-6,W03,3,8211.21,S005,EuroKnit Premium,4926.73,60.0,8.05,39660.14,4000,0.0,3,W01,W04,11.5,LOW,0.0,LOW
FAB_006,Premium Denim Grade-6,W04,4,8221.19,S001,Apex Textile Mills,3288.48,40.0,7.13,23446.83,5000,0.0,4,W01,W05,17.6,LOW,0.0,LOW
FAB_006,Premium Denim Grade-6,W04,4,8221.19,S005,EuroKnit Premium,4932.71,60.0,8.05,39708.35,4000,0.0,3,W01,W04,11.5,LOW,0.0,LOW
FAB_006,Premium Denim Grade-6,W05,5,7989.9,S001,Apex Textile Mills,7190.91,90.0,7.13,51271.19,5000,0.0,4,W01,W05,17.6,LOW,0.0,LOW
FAB_006,Premium Denim Grade-6,W05,5,7989.9,S002,Global Weavers Ltd,798.99,10.0,7.21,5760.72,3000,0.0,4,W01,W05,21.2,LOW,0.0,LOW
FAB_006,Premium Denim Grade-6,W06,6,7763.59,S001,Apex Textile Mills,6987.23,90.0,7.13,49818.96,5000,0.0,4,W02,W06,17.6,LOW,0.0,LOW
FAB_006,Premium Denim Grade-6,W06,6,7763.59,S002,Global Weavers Ltd,776.36,10.0,7.21,5597.55,3000,0.0,4,W02,W06,21.2,LOW,0.0,LOW
FAB_006,Premium Denim Grade-6,W07,7,7355.91,S001,Apex Textile Mills,6620.32,90.0,7.13,47202.87,5000,0.0,4,W03,W07,17.6,LOW,0.0,LOW
FAB_006,Premium Denim Grade-6,W07,7,7355.91,S002,Global Weavers Ltd,735.59,10.0,7.21,5303.61,3000,0.0,4,W03,W07,21.2,LOW,0.0,LOW
FAB_006,Premium Denim Grade-6,W08,8,7189.52,S001,Apex Textile Mills,6470.57,90.0,7.13,46135.15,5000,0.0,4,W04,W08,17.6,LOW,0.0,LOW
FAB_006,Premium Denim Grade-6,W08,8,7189.52,S002,Global Weavers Ltd,718.95,10.0,7.21,5183.64,3000,0.0,4,W04,W08,21.2,LOW,0.0,LOW
FAB_006,Premium Denim Grade-6,W09,9,7146.25,S001,Apex Textile Mills,6431.62,90.0,7.13,45857.49,5000,0.0,4,W05,W09,17.6,LOW,0.0,LOW
FAB_006,Premium Denim Grade-6,W09,9,7146.25,S002,Global Weavers Ltd,714.62,10.0,7.21,5152.45,3000,0.0,4,W05,W09,21.2,LOW,0.0,LOW
FAB_006,Premium Denim Grade-6,W10,10,7209.48,S001,Apex Textile Mills,6488.53,90.0,7.13,46263.23,5000,0.0,4,W06,W10,17.6,LOW,0.0,LOW
FAB_006,Premium Denim Grade-6,W10,10,7209.48,S002,Global Weavers Ltd,720.95,10.0,7.21,5198.04,3000,0.0,4,W06,W10,21.2,LOW,0.0,LOW
FAB_006,Premium Denim Grade-6,W11,11,7297.68,S001,Apex Textile Mills,6567.91,90.0,7.13,46829.21,5000,0.0,4,W07,W11,17.6,LOW,0.0,LOW
FAB_006,Premium Denim Grade-6,W11,11,7297.68,S002,Global Weavers Ltd,729.77,10.0,7.21,5261.63,3000,0.0,4,W07,W11,21.2,LOW,0.0,LOW
FAB_006,Premium Denim Grade-6,W12,12,7455.75,S001,Apex Textile Mills,6710.18,90.0,7.13,47843.55,5000,0.0,4,W08,W12,17.6,LOW,0.0,LOW
FAB_006,Premium Denim Grade-6,W12,12,7455.75,S002,Global Weavers Ltd,745.58,10.0,7.21,5375.6,3000,0.0,4,W08,W12,21.2,LOW,0.0,LOW
FAB_006,Premium Denim Grade-6,M04,12,8256.13,S001,Apex Textile Mills,7430.52,90.0,7.13,52979.59,5000,0.0,4,W08,W12,17.6,LOW,0.0,LOW
FAB_006,Premium Denim Grade-6,M04,12,8256.13,S002,Global Weavers Ltd,825.61,10.0,7.21,5952.67,3000,0.0,4,W08,W12,21.2,LOW,0.0,LOW
FAB_006,Premium Denim Grade-6,M05,12,8154.64,S001,Apex Textile Mills,7339.18,90.0,7.13,52328.32,5000,0.0,4,W08,W12,17.6,LOW,0.0,LOW
FAB_006,Premium Denim Grade-6,M05,12,8154.64,S002,Global Weavers Ltd,815.46,10.0,7.21,5879.5,3000,0.0,4,W08,W12,21.2,LOW,0.0,LOW
FAB_006,Premium Denim Grade-6,M06,12,7984.9,S001,Apex Textile Mills,7186.41,90.0,7.13,51239.1,5000,0.0,4,W08,W12,17.6,LOW,0.0,LOW
FAB_006,Premium Denim Grade-6,M06,12,7984.9,S002,Global Weavers Ltd,798.49,10.0,7.21,5757.11,3000,0.0,4,W08,W12,21.2,LOW,0.0,LOW
