sku_id,region,period,forecasted_demand_units,forecast_version,forecast_confidence
SKU_003,Europe,W08,135,v1.0,0.94
SKU_003,Europe,W09,133,v1.0,0.88
SKU_003,Europe,W10,136,v1.0,0.83
SKU_003,Europe,W11,154,v1.0,0.86
SKU_003,Europe,W12,158,v1.0,0.89
SKU_003,Europe,M04,193,v1.0,0.93
SKU_003,Europe,M05,172,v1.0,0.89
SKU_003,Europe,M06,161,v1.0,0.9
SKU_003,Asia-Pacific,W01,105,v1.0,0.9
SKU_003,Asia-Pacific,W02,118,v1.0,0.89
SKU_003,Asia-Pacific,W03,112,v1.0,0.94
SKU_003,Asia-Pacific,W04,114,v1.0,0.87
SKU_003,Asia-Pacific,W05,115,v1.0,0.88
SKU_003,Asia-Pacific,W06,153,v1.0,0.9
SKU_003,Asia-Pacific,W07,94,v1.0,0.84
SKU_003,Asia-Pacific,W08,84,v1.0,0.83
SKU_003,Asia-Pacific,W09,87,v1.0,0.85
SKU_003,Asia-Pacific,W10,81,v1.0,0.87
SKU_003,Asia-Pacific,W11,92,v1.0,0.84
SKU_003,Asia-Pacific,W12,91,v1.0,0.93
SKU_003,Asia-Pacific,M04,119,v1.0,0.88
SKU_003,Asia-Pacific,M05,111,v1.0,0.85
SKU_003,Asia-Pacific,M06,100,v1.0,0.93
SKU_003,Latin America,W01,49,v1.0,0.83
SKU_003,Latin America,W02,57,v1.0,0.84
SKU_003,Latin America,W03,58,v1.0,0.83
SKU_003,Latin America,W04,57,v1.0,0.83
SKU_003,Latin America,W05,52,v1.0,0.84
SKU_003,Latin America,W06,81,v1.0,0.9
SKU_003,Latin America,W07,47,v1.0,0.82
SKU_003,Latin America,W08,45,v1.0,0.91
SKU_003,Latin America,W09,41,v1.0,0.83
SKU_003,Latin America,W10,42,v1.0,0.95
SKU_003,Latin America,W11,47,v1.0,0.84
SKU_003,Latin America,W12,50,v1.0,0.9
SKU_003,Latin America,M04,60,v1.0,0.93
SKU_003,Latin America,M05,53,v1.0,0.91
SKU_003,Latin America,M06,51,v1.0,0.91
SKU_004,North America,W01,282,v1.0,0.9
SKU_004,North America,W02,258,v1.0,0.87
SKU_004,North America,W03,267,v1.0,0.82
SKU_004,North America,W04,281,v1.0,0.94
SKU_004,North America,W05,277,v1.0,0.93
SKU_004,North America,W06,384,v1.0,0.84
SKU_004,North America,W07,249,v1.0,0.9
SKU_004,North America,W08,232,v1.0,0.89
SKU_004,North America,W09,219,v1.0,0.83
SKU_004,North America,W10,216,v1.0,0.94
SKU_004,North America,W11,222,v1.0,0.82
SKU_004,North America,W12,253,v1.0,0.91
SKU_004,North America,M04,280,v1.0,0.87
SKU_004,North America,M05,293,v1.0,0.91
SKU_004,North America,M06,259,v1.0,0.94
SKU_004,Europe,W01,222,v1.0,0.92
SKU_004,Europe,W02,228,v1.0,0.92
SKU_004,Europe,W03,254,v1.0,0.93
SKU_004,Europe,W04,239,v1.0,0.88
SKU_004,Europe,W05,217,v1.0,0.92
SKU_004,Europe,W06,339,v1.0,0.83
SKU_004,Europe,W07,200,v1.0,0.89
SKU_004,Europe,W08,177,v1.0,0.82
SKU_004,Europe,W09,184,v1.0,0.82
SKU_004,Europe,W10,178,v1.0,0.89
SKU_004,Europe,W11,182,v1.0,0.85
SKU_004,Europe,W12,208,v1.0,0.87
SKU_004,Europe,M04,223,v1.0,0.88
SKU_004,Europe,M05,236,v1.0,0.85
SKU_004,Europe,M06,222,v1.0,0.89
SKU_004,Asia-Pacific,W01,141,v1.0,0.95
SKU_004,Asia-Pacific,W02,144,v1.0,0.85
SKU_004,Asia-Pacific,W03,150,v1.0,0.89
SKU_004,Asia-Pacific,W04,140,v1.0,0.89
SKU_004,Asia-Pacific,W05,141,v1.0,0.95
SKU_004,Asia-Pacific,W06,201,v1.0,0.92
SKU_004,Asia-Pacific,W07,121,v1.0,0.84
SKU_004,Asia-Pacific,W08,121,v1.0,0.84
SKU_004,Asia-Pacific,W09,106,v1.0,0.92
SKU_004,Asia-Pacific,W10,119,v1.0,0.83
SKU_004,Asia-Pacific,W11,116,v1.0,0.92
SKU_004,Asia-Pacific,W12,130,v1.0,0.9
SKU_004,Asia-Pacific,M04,153,v1.0,0.83
SKU_004,Asia-Pacific,M05,142,v1.0,0.9
SKU_004,Asia-Pacific,M06,144,v1.0,0.93
SKU_004,Latin America,W01,69,v1.0,0.9
SKU_004,Latin America,W02,68,v1.0,0.85
SKU_004,Latin America,W03,73,v1.0,0.9
SKU_004,Latin America,W04,76,v1.0,0.94
SKU_004,Latin America,W05,69,v1.0,0.91
SKU_004,Latin America,W06,96,v1.0,0.95
SKU_004,Latin America,W07,57,v1.0,0.92
SKU_004,Latin America,W08,54,v1.0,0.88
SKU_004,Latin America,W09,51,v1.0,0.93
SKU_004,Latin America,W10,59,v1.0,0.89
SKU_004,Latin America,W11,55,v1.0,0.92
SKU_004,Latin America,W12,62,v1.0,0.91
SKU_004,Latin America,M04,76,v1.0,0.91
SKU_004,Latin America,M05,71,v1.0,0.91
SKU_004,Latin America,M06,74,v1.0,0.83
SKU_005,North America,W01,247,v1.0,0.87
SKU_005,North America,W02,244,v1.0,0.9
SKU_005,North America,W03,254,v1.0,0.92
SKU_005,North America,W04,233,v1.0,0.83
SKU_005,North America,W05,232,v1.0,0.93
SKU_005,North America,W06,360,v1.0,0.87
SKU_005,North America,W07,225,v1.0,0.86
SKU_005,North America,W08,199,v1.0,0.85
SKU_005,North America,W09,201,v1.0,0.89
SKU_005,North America,W10,182,v1.0,0.87
SKU_005,North America,W11,185,v1.0,0.83
SKU_005,North America,W12,204,v1.0,0.94
SKU_005,North America,M04,266,v1.0,0.94
SKU_005,North America,M05,262,v1.0,0.93
SKU_005,North America,M06,237,v1.0,0.91
SKU_005,Europe,W01,214,v1.0,0.89
SKU_005,Europe,W02,218,v1.0,0.92
SKU_005,Europe,W03,229,v1.0,0.88
SKU_005,Europe,W04,210,v1.0,0.9
SKU_005,Europe,W05,187,v1.0,0.84
SKU_005,Europe,W06,265,v1.0,0.9
SKU_005,Europe,W07,190,v1.0,0.91
SKU_005,Europe,W08,157,v1.0,0.86
SKU_005,Europe,W09,170,v1.0,0.89
SKU_005,Europe,W10,146,v1.0,0.93
SKU_005,Europe,W11,159,v1.0,0.83
SKU_005,Europe,W12,183,v1.0,0.93
SKU_005,Europe,M04,199,v1.0,0.94
SKU_005,Europe,M05,207,v1.0,0.87
SKU_005,Europe,M06,210,v1.0,0.85
SKU_005,Asia-Pacific,W01,133,v1.0,0.91
SKU_005,Asia-Pacific,W02,139,v1.0,0.88
SKU_005,Asia-Pacific,W03,127,v1.0,0.92
SKU_005,Asia-Pacific,W04,140,v1.0,0.85
SKU_005,Asia-Pacific,W05,120,v1.0,0.85
SKU_005,Asia-Pacific,W06,181,v1.0,0.84
SKU_005,Asia-Pacific,W07,103,v1.0,0.94
SKU_005,Asia-Pacific,W08,106,v1.0,0.91
SKU_005,Asia-Pacific,W09,101,v1.0,0.92
SKU_005,Asia-Pacific,W10,100,v1.0,0.83
SKU_005,Asia-Pacific,W11,103,v1.0,0.9
SKU_005,Asia-Pacific,W12,111,v1.0,0.95
SKU_005,Asia-Pacific,M04,142,v1.0,0.93
SKU_005,Asia-Pacific,M05,130,v1.0,0.95
SKU_005,Asia-Pacific,M06,131,v1.0,0.86
SKU_005,Latin America,W01,59,v1.0,0.89
SKU_005,Latin America,W02,60,v1.0,0.92
SKU_005,Latin America,W03,66,v1.0,0.89
SKU_005,Latin America,W04,66,v1.0,0.87
SKU_005,Latin America,W05,65,v1.0,0.84
SKU_005,Latin America,W06,94,v1.0,0.91
SKU_005,Latin America,W07,54,v1.0,0.91
SKU_005,Latin America,W08,47,v1.0,0.85
SKU_005,Latin America,W09,50,v1.0,0.86
SKU_005,Latin America,W10,50,v1.0,0.85
SKU_005,Latin America,W11,52,v1.0,0.85
SKU_005,Latin America,W12,55,v1.0,0.9
SKU_005,Latin America,M04,65,v1.0,0.88
SKU_005,Latin America,M05,62,v1.0,0.91
SKU_005,Latin America,M06,60,v1.0,0.93
SKU_006,North America,W01,236,v1.0,0.89
SKU_006,North America,W02,270,v1.0,0.91
SKU_006,North America,W03,268,v1.0,0.91
SKU_006,North America,W04,265,v1.0,0.89
SKU_006,North America,W05,256,v1.0,0.85
SKU_006,North America,W06,357,v1.0,0.92
SKU_006,North America,W07,210,v1.0,0.82
SKU_006,North America,W08,194,v1.0,0.84
SKU_006,North America,W09,201,v1.0,0.9
SKU_006,North America,W10,191,v1.0,0.86
SKU_006,North America,W11,198,v1.0,0.85
SKU_006,North America,W12,225,v1.0,0.83
SKU_006,North America,M04,239,v1.0,0.84
SKU_006,North America,M05,237,v1.0,0.85
SKU_006,North America,M06,249,v1.0,0.83
SKU_006,Europe,W01,208,v1.0,0.85
SKU_006,Europe,W02,206,v1.0,0.89
SKU_006,Europe,W03,226,v1.0,0.86
SKU_006,Europe,W04,210,v1.0,0.87
SKU_006,Europe,W05,210,v1.0,0.9
SKU_006,Europe,W06,289,v1.0,0.9
SKU_006,Europe,W07,178,v1.0,0.95
SKU_006,Europe,W08,160,v1.0,0.86
SKU_006,Europe,W09,160,v1.0,0.92
SKU_006,Europe,W10,159,v1.0,0.83
SKU_006,Europe,W11,170,v1.0,0.88
SKU_006,Europe,W12,192,v1.0,0.93
SKU_006,Europe,M04,220,v1.0,0.94
SKU_006,Europe,M05,207,v1.0,0.9
SKU_006,Europe,M06,196,v1.0,0.94
SKU_006,Asia-Pacific,W01,117,v1.0,0.86
SKU_006,Asia-Pacific,W02,128,v1.0,0.9
SKU_006,Asia-Pacific,W03,139,v1.0,0.9
SKU_006,Asia-Pacific,W04,130,v1.0,0.94
SKU_006,Asia-Pacific,W05,133,v1.0,0.94
SKU_006,Asia-Pacific,W06,186,v1.0,0.89
SKU_006,Asia-Pacific,W07,110,v1.0,0.84
SKU_006,Asia-Pacific,W08,109,v1.0,0.84
SKU_006,Asia-Pacific,W09,95,v1.0,0.85
SKU_006,Asia-Pacific,W10,104,v1.0,0.92
SKU_006,Asia-Pacific,W11,99,v1.0,0.87
SKU_006,Asia-Pacific,W12,105,v1.0,0.94
SKU_006,Asia-Pacific,M04,134,v1.0,0.83
SKU_006,Asia-Pacific,M05,136,v1.0,0.89
SKU_006,Asia-Pacific,M06,134,v1.0,0.83
SKU_006,Latin America,W01,64,v1.0,0.83
SKU_006,Latin America,W02,70,v1.0,0.87
SKU_006,Latin America,W03,64,v1.0,0.92
SKU_006,Latin America,W04,65,v1.0,0.84
SKU_006,Latin America,W05,64,v1.0,0.84
SKU_006,Latin America,W06,82,v1.0,0.87
SKU_006,Latin America,W07,59,v1.0,0.93
SKU_006,Latin America,W08,51,v1.0,0.93
SKU_006,Latin America,W09,53,v1.0,0.89
SKU_006,Latin America,W10,47,v1.0,0.94
SKU_006,Latin America,W11,52,v1.0,0.9
SKU_006,Latin America,W12,55,v1.0,0.92
SKU_006,Latin America,M04,71,v1.0,0.88
SKU_006,Latin America,M05,67,v1.0,0.89
SKU_006,Latin America,M06,66,v1.0,0.88
SKU_007,North America,W01,227,v1.0,0.88
SKU_007,North America,W02,222,v1.0,0.85
SKU_007,North America,W03,225,v1.0,0.82
SKU_007,North America,W04,241,v1.0,0.93
SKU_007,North America,W05,214,v1.0,0.88
SKU_007,North America,W06,285,v1.0,0.94
SKU_007,North America,W07,205,v1.0,0.88
SKU_007,North America,W08,165,v1.0,0.88
SKU_007,North America,W09,166,v1.0,0.85
SKU_007,North America,W10,159,v1.0,0.87
SKU_007,North America,W11,178,v1.0,0.89
SKU_007,North America,W12,190,v1.0,0.84
SKU_007,North America,M04,240,v1.0,0.87
SKU_007,North America,M05,221,v1.0,0.85
SKU_007,North America,M06,211,v1.0,0.85
SKU_007,Europe,W01,190,v1.0,0.94
SKU_007,Europe,W02,201,v1.0,0.91
SKU_007,Europe,W03,188,v1.0,0.92
SKU_007,Europe,W04,203,v1.0,0.87
SKU_007,Europe,W05,196,v1.0,0.84
SKU_007,Europe,W06,250,v1.0,0.9
SKU_007,Europe,W07,164,v1.0,0.86
SKU_007,Europe,W08,153,v1.0,0.84
SKU_007,Europe,W09,134,v1.0,0.83
SKU_007,Europe,W10,146,v1.0,0.84
SKU_007,Europe,W11,142,v1.0,0.85
SKU_007,Europe,W12,168,v1.0,0.91
SKU_007,Europe,M04,187,v1.0,0.84
SKU_007,Europe,M05,190,v1.0,0.86
SKU_007,Europe,M06,175,v1.0,0.92
SKU_007,Asia-Pacific,W01,123,v1.0,0.88
SKU_007,Asia-Pacific,W02,125,v1.0,0.86
SKU_007,Asia-Pacific,W03,129,v1.0,0.94
SKU_007,Asia-Pacific,W04,112,v1.0,0.92
SKU_007,Asia-Pacific,W05,107,v1.0,0.88
SKU_007,Asia-Pacific,W06,154,v1.0,0.93
SKU_007,Asia-Pacific,W07,105,v1.0,0.93
SKU_007,Asia-Pacific,W08,88,v1.0,0.92
SKU_007,Asia-Pacific,W09,87,v1.0,0.92
SKU_007,Asia-Pacific,W10,90,v1.0,0.92
SKU_007,Asia-Pacific,W11,88,v1.0,0.88
SKU_007,Asia-Pacific,W12,106,v1.0,0.89
SKU_007,Asia-Pacific,M04,131,v1.0,0.88
SKU_007,Asia-Pacific,M05,122,v1.0,0.86
SKU_007,Asia-Pacific,M06,109,v1.0,0.9
SKU_007,Latin America,W01,52,v1.0,0.94
SKU_007,Latin America,W02,60,v1.0,0.85
SKU_007,Latin America,W03,62,v1.0,0.85
SKU_007,Latin America,W04,64,v1.0,0.93
SKU_007,Latin America,W05,55,v1.0,0.83
SKU_007,Latin America,W06,82,v1.0,0.86
SKU_007,Latin America,W07,47,v1.0,0.86
SKU_007,Latin America,W08,44,v1.0,0.92
SKU_007,Latin America,W09,41,v1.0,0.83
SKU_007,Latin America,W10,47,v1.0,0.88
SKU_007,Latin America,W11,48,v1.0,0.87
SKU_007,Latin America,W12,47,v1.0,0.84
SKU_007,Latin America,M04,57,v1.0,0.9
SKU_007,Latin America,M05,63,v1.0,0.95
SKU_007,Latin America,M06,57,v1.0,0.83
SKU_008,North America,W01,369,v1.0,0.89
SKU_008,North America,W02,385,v1.0,0.88
SKU_008,North America,W03,407,v1.0,0.89
SKU_008,North America,W04,424,v1.0,0.87
SKU_008,North America,W05,422,v1.0,0.92
SKU_008,North America,W06,514,v1.0,0.87
SKU_008,North America,W07,358,v1.0,0.85
SKU_008,North America,W08,299,v1.0,0.91
SKU_008,North America,W09,314,v1.0,0.89
SKU_008,North America,W10,311,v1.0,0.89
SKU_008,North America,W11,328,v1.0,0.86
SKU_008,North America,W12,347,v1.0,0.93
SKU_008,North America,M04,425,v1.0,0.93
SKU_008,North America,M05,386,v1.0,0.89
SKU_008,North America,M06,384,v1.0,0.93
SKU_008,Europe,W01,331,v1.0,0.88
SKU_008,Europe,W02,361,v1.0,0.89
SKU_008,Europe,W03,366,v1.0,0.93
SKU_008,Europe,W04,355,v1.0,0.87
SKU_008,Europe,W05,341,v1.0,0.86
SKU_008,Europe,W06,436,v1.0,0.95
SKU_008,Europe,W07,305,v1.0,0.84
SKU_008,Europe,W08,280,v1.0,0.92
SKU_008,Europe,W09,247,v1.0,0.86
SKU_008,Europe,W10,259,v1.0,0.86
SKU_008,Europe,W11,256,v1.0,0.91
SKU_008,Europe,W12,272,v1.0,0.94
SKU_008,Europe,M04,334,v1.0,0.82
SKU_008,Europe,M05,322,v1.0,0.84
SKU_008,Europe,M06,301,v1.0,0.9
SKU_008,Asia-Pacific,W01,202,v1.0,0.88
SKU_008,Asia-Pacific,W02,220,v1.0,0.9
SKU_008,Asia-Pacific,W03,204,v1.0,0.85
SKU_008,Asia-Pacific,W04,225,v1.0,0.82
SKU_008,Asia-Pacific,W05,223,v1.0,0.91
SKU_008,Asia-Pacific,W06,313,v1.0,0.93
SKU_008,Asia-Pacific,W07,180,v1.0,0.9
SKU_008,Asia-Pacific,W08,166,v1.0,0.92
SKU_008,Asia-Pacific,W09,174,v1.0,0.93
SKU_008,Asia-Pacific,W10,172,v1.0,0.83
SKU_008,Asia-Pacific,W11,174,v1.0,0.89
SKU_008,Asia-Pacific,W12,190,v1.0,0.93
SKU_008,Asia-Pacific,M04,205,v1.0,0.85
SKU_008,Asia-Pacific,M05,215,v1.0,0.83
SKU_008,Asia-Pacific,M06,195,v1.0,0.87
SKU_008,Latin America,W01,97,v1.0,0.91
SKU_008,Latin America,W02,109,v1.0,0.94
SKU_008,Latin America,W03,111,v1.0,0.89
SKU_008,Latin America,W04,113,v1.0,0.92
SKU_008,Latin America,W05,105,v1.0,0.91
SKU_008,Latin America,W06,151,v1.0,0.88
SKU_008,Latin America,W07,85,v1.0,0.92
SKU_008,Latin America,W08,85,v1.0,0.89
SKU_008,Latin America,W09,83,v1.0,0.89
SKU_008,Latin America,W10,83,v1.0,0.94
SKU_008,Latin America,W11,91,v1.0,0.89
SKU_008,Latin America,W12,99,v1.0,0.93
SKU_008,Latin America,M04,108,v1.0,0.9
SKU_008,Latin America,M05,113,v1.0,0.86
SKU_008,Latin America,M06,97,v1.0,0.89
SKU_009,North America,W01,290,v1.0,0.94
SKU_009,North America,W02,281,v1.0,0.95
SKU_009,North America,W03,296,v1.0,0.87
SKU_009,North America,W04,306,v1.0,0.95
SKU_009,North America,W05,287,v1.0,0.89
SKU_009,North America,W06,429,v1.0,0.86
SKU_009,North America,W07,238,v1.0,0.85
SKU_009,North America,W08,243,v1.0,0.82
SKU_009,North America,W09,233,v1.0,0.91
SKU_009,North America,W10,214,v1.0,0.89
SKU_009,North America,W11,234,v1.0,0.94
SKU_009,North America,W12,235,v1.0,0.82
SKU_009,North America,M04,291,v1.0,0.84
SKU_009,North America,M05,284,v1.0,0.9
SKU_009,North America,M06,264,v1.0,0.93
SKU_009,Europe,W01,219,v1.0,0.87
SKU_009,Europe,W02,262,v1.0,0.92
SKU_009,Europe,W03,260,v1.0,0.92
SKU_009,Europe,W04,235,v1.0,0.93
SKU_009,Europe,W05,245,v1.0,0.89
SKU_009,Europe,W06,357,v1.0,0.9
SKU_009,Europe,W07,200,v1.0,0.92
SKU_009,Europe,W08,196,v1.0,0.83
SKU_009,Europe,W09,173,v1.0,0.92
SKU_009,Europe,W10,182,v1.0,0.93
SKU_009,Europe,W11,193,v1.0,0.93
SKU_009,Europe,W12,222,v1.0,0.85
SKU_009,Europe,M04,257,v1.0,0.9
SKU_009,Europe,M05,225,v1.0,0.92
SKU_009,Europe,M06,228,v1.0,0.86
SKU_009,Asia-Pacific,W01,135,v1.0,0.89
SKU_009,Asia-Pacific,W02,145,v1.0,0.89
SKU_009,Asia-Pacific,W03,150,v1.0,0.83
SKU_009,Asia-Pacific,W04,161,v1.0,0.87
SKU_009,Asia-Pacific,W05,147,v1.0,0.9
SKU_009,Asia-Pacific,W06,208,v1.0,0.85
SKU_009,Asia-Pacific,W07,125,v1.0,0.87
SKU_009,Asia-Pacific,W08,114,v1.0,0.83
SKU_009,Asia-Pacific,W09,118,v1.0,0.83
SKU_009,Asia-Pacific,W10,115,v1.0,0.83
SKU_009,Asia-Pacific,W11,122,v1.0,0.92
SKU_009,Asia-Pacific,W12,123,v1.0,0.84
SKU_009,Asia-Pacific,M04,158,v1.0,0.88
SKU_009,Asia-Pacific,M05,156,v1.0,0.85
SKU_009,Asia-Pacific,M06,147,v1.0,0.92
SKU_009,Latin America,W01,70,v1.0,0.83
SKU_009,Latin America,W02,80,v1.0,0.86
SKU_009,Latin America,W03,83,v1.0,0.83
SKU_009,Latin America,W04,79,v1.0,0.88
SKU_009,Latin America,W05,72,v1.0,0.86
SKU_009,Latin America,W06,105,v1.0,0.82
SKU_009,Latin America,W07,62,v1.0,0.95
SKU_009,Latin America,W08,61,v1.0,0.95
SKU_009,Latin America,W09,57,v1.0,0.84
SKU_009,Latin America,W10,54,v1.0,0.93
SKU_009,Latin America,W11,58,v1.0,0.87
SKU_009,Latin America,W12,68,v1.0,0.93
SKU_009,Latin America,M04,73,v1.0,0.83
SKU_009,Latin America,M05,82,v1.0,0.94
SKU_009,Latin America,M06,76,v1.0,0.93
SKU_010,North America,W01,124,v1.0,0.92
SKU_010,North America,W02,130,v1.0,0.88
SKU_010,North America,W03,133,v1.0,0.92
SKU_010,North America,W04,129,v1.0,0.89
SKU_010,North America,W05,135,v1.0,0.89
SKU_010,North America,W06,124,v1.0,0.95
SKU_010,North America,W07,116,v1.0,0.91
SKU_010,North America,W08,103,v1.0,0.94
SKU_010,North America,W09,102,v1.0,0.85
SKU_010,North America,W10,94,v1.0,0.85
SKU_010,North America,W11,110,v1.0,0.86
SKU_010,North America,W12,113,v1.0,0.94
SKU_010,North America,M04,127,v1.0,0.91
